"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"139906","Meredith Creamer ","Secret","Good","Blue","Red","Female","No","Living",17,"1948-06","DC","New Earth"
"139909","Mortimer Jibbet ","Secret","Good","Brown","Black","Male","No","Living",49,"1939-04","DC","New Earth"
"139914","Amelia Hunkel ","Secret","Good","No info","No info","Female","No","Living",47,"1939-06","DC","New Earth"
"139964","Buddy Blank ","No info","Good","Black","No info","Male","No","Living",13,"1974-10","DC","New Earth"
"139969","Herbert Simms ","Public","Good","No info","Black","Male","No","Living",24,"1942-01","DC","New Earth"
"139971","Richard Mehlville ","No info","Good","No info","Blond","Male","No","Living",23,"1942-01","DC","New Earth"
"139976","Little Miss Redhead ","Secret","Good","No info","No info","Female","No","Living",2,"1947-12","DC","New Earth"
"139978","Tarkus Whin ","No info","Good","No info","No info","Male","No","Deceased",3,"2005-11","DC","New Earth"
"014002","Jesse Chambers ","Public","Good","Blue","Blond","Female","No","Living",228,"1992-08","DC","New Earth"
"140024","Shor ","No info","Neutral","No info","Black","Female","No","Living",3,"2009-05","DC","New Earth"
"014005","Enigma ","Secret","Neutral","Green","Red","Female","No","Living",12,"2006-09","DC","New Earth"
"014006","Kon-El ","Secret","Good","Blue","Black","Male","No","Living",560,"1993-06","DC","New Earth"
"140099","Shawn Rogers ","Secret","Good","No info","Blond","Male","No","Living",2,"1988-05","DC","New Earth"
"140101","Timothy Simms ","Secret","Good","Blue","Black","Male","No","Living",2,"1988-05","DC","New Earth"
"140102","Slats Mehlville ","Secret","Good","Green","Red","Male","No","Living",2,"1988-05","DC","New Earth"
"140105","Shilandra Thane ","Public","Good","Black","Red","Female","No","Living",13,"1992-06","DC","New Earth"
"140131","Ak-Var ","Public","Neutral","No info","Blond","Male","No","Deceased",2,"2009-08","DC","New Earth"
"140133","Tes Ak-Var ","Public","Neutral","No info","Red","Female","No","Deceased",2,"2009-08","DC","New Earth"
"014019","Henrietta Jessup ","Secret","Good","Brown","Black","Female","No","Living",5,"1996-07","DC","New Earth"
"140335","Faora ","Secret","Bad","Brown","Brown","Female","No","Living",15,"2001-07","DC","New Earth"
"014037","Ramsey Murdoch ","Secret","Bad","Blue","Red","Male","No","Living",9,"1994-12","DC","New Earth"
"140464","Tyrone the Dog ","No info","Neutral","No info","Grey","Male","No","Living",14,"2006-11","DC","New Earth"
"014052","Keith Robert White ","Public","No info","Brown","Black","Male","No","Living",21,"1991-07","DC","New Earth"
"140542","Rog ","No info","Bad","No info","No info","No info","No","Living",6,"1964-03","DC","New Earth"
"140650","Natt Walls ","Public","Neutral","Brown","Black","Male","No","Deceased",54,"1996-08","DC","New Earth"
"140653","Moe and Joe Dubelz ","No info","Bad","No info","No info","Male","No","Deceased",4,"1993-00","DC","New Earth"
"140662","Richard Dunston ","No info","Bad","No info","Red","Male","No","Deceased",1,"1996-08","DC","New Earth"
"140675","Johnny Navarone ","Public","Neutral","No info","Black","Male","No","Deceased",4,"1996-08","DC","New Earth"
"140700","Nicky Lincoln ","Public","Bad","No info","No info","Male","No","Deceased",4,"1996-08","DC","New Earth"
"140725","Dob Zagil ","No info","Bad","No info","Red","Male","No","Deceased",3,"1992-12","DC","New Earth"
"140752","Eryx ","Public","Neutral","Blue","Purple","Male","No","Living",3,"1995-07","DC","New Earth"
"141089","Charles Grayson ","Public","Good","Brown","Brown","Male","No","Living",30,"1942-04","DC","New Earth"
"014118","Thomas Elliot ","Secret","Bad","Blue","Red","Male","No","Living",84,"2003-01","DC","New Earth"
"141266","Phosphorus Rex ","Secret","Bad","No info","No info","Male","No","Living",4,"2007-07","DC","New Earth"
"141268","Kushti ","No info","Bad","No info","No info","Male","No","Living",3,"2009-08","DC","New Earth"
"141270","Big Top ","No info","Bad","No info","No info","Male","No","Living",3,"2009-08","DC","New Earth"
"014144","Irene Miller ","Public","Good","Grey","Black","Female","No","Living",47,"1940-09","DC","New Earth"
"141445","Lance Harrower ","Public","Neutral","Blue","Blond","Male","No","Deceased",1,"2006-01","DC","New Earth"
"141447","Hi-Tech ","Secret","Bad","Blue","Red","Female","No","Living",6,"1992-10","DC","New Earth"
"141448","Luna Nurblin ","No info","Bad","No info","Blond","Female","No","Living",4,"1982-06","DC","New Earth"
"141452","Catseye ","Secret","Bad","Brown","Black","Male","No","Deceased",5,"1991-05","DC","New Earth"
"141453","Schrek ","Secret","Bad","Black","Blond","Male","No","Deceased",5,"1991-07","DC","New Earth"
"141717","Joan Lincoln ","No info","Neutral","Blue","Blond","Female","No","Living",19,"1983-07","DC","New Earth"
"141718","Lynn Stewart ","Public","Neutral","Brown","Black","Female","No","Living",31,"1977-07","DC","New Earth"
"141726","Peter Gambi ","Public","Neutral","Black","Brown","Male","No","Deceased",13,"1977-04","DC","New Earth"
"141727","Murray Takamoto ","Public","Good","No info","Black","Male","No","Living",15,"1986-06","DC","New Earth"
"141742","Firebug III ","Secret","Bad","No info","Blond","Male","No","Living",4,"2005-02","DC","New Earth"
"141756","Michelle Torres ","Public","Neutral","No info","Brown","Female","No","Living",5,"2005-02","DC","New Earth"
"141920","Cressida ","No info","No info","No info","No info","Female","No","Living",14,"2008-07","DC","New Earth"
"141929","Jonathan Kelsey ","No info","Bad","No info","No info","Male","No","Living",3,"1982-07","DC","Earth-One"
"014194","Elaine Belloc ","No info","Good","No info","Black","Female","No","Deceased",1,"2000-09","DC","New Earth"
"141940","Ann Preston ","Public","Neutral","No info","Red","Female","No","Living",15,"2008-07","DC","New Earth"
"141948","Bethany Keele ","No info","Neutral","No info","No info","Female","No","Living",16,"2008-07","DC","New Earth"
"141980","Harry Bailey ","Public","Neutral","No info","Brown","Male","No","Living",15,"2008-07","DC","New Earth"
"141987","Poet ","Secret","Neutral","No info","Black","Male","No","Living",14,"2008-07","DC","New Earth"
"141992","Rina ","No info","No info","No info","No info","Female","No","Living",7,"2008-07","DC","New Earth"
"142039","Tallulah Black ","No info","Good","Brown","Brown","Female","No","Living",18,"2007-04","DC","New Earth"
"142053","Volk ","No info","Good","No info","No info","Male","No","Living",11,"1985-07","DC","New Earth"
"142057","Seductress ","Secret","Bad","No info","Blond","Female","No","Living",5,"2009-08","DC","New Earth"
"142064","Zoe Torres ","Public","Good","No info","Brown","Female","No","Living",7,"2005-02","DC","New Earth"
"142067","John Smalls ","No info","Neutral","Brown","Black","Male","No","Living",5,"2006-06","DC","New Earth"
"142176","Harry Kent ","No info","No info","No info","Brown","Male","No","Deceased",1,"1993-06","DC","New Earth"
"001422","Batman ","Secret","Good","Blue","Black","Male","No","Living",3093,"1939-05","DC","Bruce Wayne"
"014237","Margaret Pye ","Secret","Bad","Blue","Red","Female","No","Deceased",18,"1986-11","DC","New Earth"
"142374","Ohm ","Secret","Bad","No info","No info","Male","No","Living",1,"1994-05","DC","New Earth"
"142547","Kaliber ","Secret","Bad","No info","Red","Male","No","Living",5,"1992-04","DC","New Earth"
"142613","Hector Rivera ","No info","Good","Brown","Brown","Male","No","Living",7,"1994-06","DC","New Earth"
"142614","Jerry Conover ","No info","Good","Brown","Black","Male","No","Living",5,"1994-07","DC","New Earth"
"142618","Lacey Van Horn ","No info","Neutral","Green","Red","Female","No","Living",8,"1994-05","DC","New Earth"
"142625","Christian Castle ","Public","Good","No info","Blond","Male","No","Living",7,"1994-11","DC","New Earth"
"142626","Kristin Castle ","Public","Good","No info","Blond","Female","No","Living",7,"1994-11","DC","New Earth"
"142655","William Knightley ","Secret","Good","No info","Brown","Male","No","Living",6,"2005-06","DC","New Earth"
"142775","Predator ","No info","No info","No info","No info","No info","No","Deceased",38,"1984-07","DC","New Earth"
"142846","Gary Concord, Jr. ","No info","Good","No info","No info","Male","No","Living",13,"1939-11","DC","New Earth"
"142889","Hymn ","No info","Good","No info","No info","Male","No","Deceased",13,"2009-03","DC","New Earth"
"142895","Sercy ","No info","Good","No info","No info","Female","No","Deceased",13,"2009-08","DC","New Earth"
"001430","Bartholomew Allen II ","Secret","Good","Yellow","No info","Male","No","Living",1,"1994-07","DC","New Earth"
"143018","Sarolis ","No info","No info","No info","No info","Male","No","Living",1,"2009-09","DC","New Earth"
"143060","Joseph Hand ","No info","Good","No info","No info","Male","No","Living",3,"1964-06","DC","New Earth"
"143061","David Hand ","No info","Good","No info","No info","Male","No","Living",3,"1964-06","DC","New Earth"
"014313","Thaddeus Brown ","No info","Good","No info","No info","Male","No","Deceased",4,"1971-04","DC","New Earth"
"014317","Duma ","No info","No info","No info","No info","Male","No","Living",9,"1991-03","DC","New Earth"
"014319","Remiel ","No info","No info","No info","No info","Male","No","Living",9,"1991-03","DC","New Earth"
"014320","Sandalphon ","No info","Bad","No info","White","Male","No","Living",1,"2001-03","DC","New Earth"
"143227","Gizmo II ","No info","Bad","No info","No info","Male","No","Living",4,"2008-11","DC","New Earth"
"143233","Sean Noonan ","Public","Good","Brown","Black","Male","No","Deceased",44,"1993-00","DC","New Earth"
"143236","Etta Candy ","Public","Good","Green","Brown","Female","No","Living",84,"1942-02","DC","New Earth"
"014327","Garn Daanuth ","Public","Bad","White","White","Male","No","Living",18,"1982-07","DC","New Earth"
"014328","Chaon ","No info","Bad","No info","No info","Male","No","Living",5,"1984-11","DC","New Earth"
"143301","Edgar Rhodes ","No info","No info","No info","No info","Male","No","Living",1,"1978-02","DC","New Earth"
"014333","Shivering Jemmy ","No info","Bad","Red","Blond","Female","No","Living",3,"1991-05","DC","New Earth"
"143349","Barney Sands ","Public","Good","Blue","Brown","Male","No","Living",6,"1977-04","DC","New Earth"
"014335","Typhon ","No info","Bad","No info","No info","Male","No","Living",10,"1987-07","DC","New Earth"
"143363","Hacken ","Public","Neutral","Brown","Brown","Male","No","Living",29,"1996-04","DC","New Earth"
"001434","Max Mercury ","Secret","Good","Blue","Grey","Male","No","Living",183,"1940-11","DC","New Earth"
"014343","Alexander Montez ","Public","Neutral","Brown","Black","Male","No","Deceased",18,"2001-09","DC","New Earth"
"014345","Bruce Gordon ","Public","Good","No info","Brown","Male","No","Living",105,"1963-07","DC","New Earth"
"014347","Benjamin Stoner ","No info","Bad","No info","No info","Male","No","Living",7,"1987-07","DC","New Earth"
"014350","John Dee ","Secret","Bad","Brown","Brown","Male","No","Living",39,"1961-07","DC","New Earth"
"143542","Darryl Frye ","No info","No info","No info","No info","Male","No","Living",15,"1980-05","DC","New Earth"
"143668","Snurff ","No info","No info","No info","No info","Male","No","Living",1,"1985-10","DC","New Earth"
"143879","Moshe Levy ","Public","Good","No info","Black","Male","No","Living",10,"1989-01","DC","New Earth"
"143883","Fritz Klein ","No info","Good","No info","No info","Male","No","Living",10,"1989-01","DC","New Earth"
"143949","Xotar ","No info","Bad","No info","No info","Male","No","Living",13,"1960-05","DC","New Earth"
"014398","Von Daggle ","Secret","Good","No info","No info","Male","No","Living",11,"2007-02","DC","New Earth"
"143985","Hugo Danner ","Secret","Bad","No info","White","Male","No","Deceased",6,"1988-03","DC","New Earth"
"144006","Dexter Myles ","No info","Good","No info","Grey","Male","No","Living",8,"1963-08","DC","New Earth"
"144100","Alexander Tuttle ","Secret","Bad","Blue","Blond","Male","No","Living",5,"1979-03","DC","New Earth"
"144106","Kari Limbo ","Public","Good","Blue","Black","Female","No","Deceased",18,"1979-06","DC","New Earth"
"144150","Nacht ","Secret","Bad","Blue","Black","Female","No","Living",3,"1985-04","DC","New Earth"
"144151","Nebel ","Secret","Bad","No info","Grey","Male","No","Living",4,"1985-04","DC","New Earth"
"014420","Celia Windward ","Public","Good","No info","No info","Female","No","Living",29,"1988-01","DC","New Earth"
"014421","Xiang Po ","Secret","Good","Red","No info","Female","No","Deceased",43,"1988-01","DC","New Earth"
"014425","Dominic Mndawe ","Secret","Good","Brown","Black","Male","No","Deceased",20,"1989-07","DC","New Earth"
"144257","Okonoko ","No info","Good","Black","No info","Male","No","Living",5,"1983-03","DC","New Earth"
"144258","Sirket ","No info","Bad","No info","No info","Male","No","Living",3,"2007-08","DC","New Earth"
"014426","Sandstorm ","Secret","Good","No info","No info","Male","No","Deceased",9,"2006-09","DC","New Earth"
"144260","Gk'd ","No info","Good","No info","No info","Male","No","Living",1,"1981-05","DC","New Earth"
"144269","M'Dahna ","Secret","Good","Brown","No info","No info","No","Living",1,"1981-06","DC","New Earth"
"144273","Penn Maricc ","Secret","Good","No info","Blond","Male","No","Living",7,"1986-00","DC","New Earth"
"144295","Nightfist ","Secret","Bad","No info","No info","Male","No","Deceased",3,"1996-09","DC","New Earth"
"144305","Umitu ","Public","Good","No info","No info","Male","No","Living",3,"1993-03","DC","New Earth"
"144358","Ghr'll ","No info","Good","No info","No info","Male","No","Living",1,"1982-04","DC","New Earth"
"144359","Xylpth ","No info","Good","Blue","No info","Male","No","Living",4,"1982-04","DC","New Earth"
"144363","Lysandra ","Secret","Good","Orange","Red","Female","No","Living",4,"1983-09","DC","New Earth"
"144365","Tomy-Fai ","No info","Good","No info","Red","Female","No","Living",8,"1990-04","DC","New Earth"
"144368","Bynai Bruun ","No info","Good","No info","Black","Female","No","Living",15,"1987-00","DC","New Earth"
"144371","Zharan Pel ","No info","Good","No info","No info","Male","No","Deceased",4,"1995-00","DC","New Earth"
"144378","Relok Hag ","No info","Good","No info","White","Male","No","Deceased",13,"2006-07","DC","New Earth"
"144382","RRU-9-2 ","Public","Good","Photocellular","No info","Male","No","Living",8,"1993-08","DC","New Earth"
"144384","Dkrtzy Rrr ","No info","Good","No info","No info","No info","No","Living",1,"1985-05","DC","New Earth"
"144387","Markot Five ","Secret","Good","No info","No info","Male","No","Living",4,"2006-08","DC","New Earth"
"144401","Olapet ","No info","Good","No info","No info","Female","No","Living",10,"1987-10","DC","New Earth"
"144405","Kho Kharhi ","Public","Good","Grey","Black","Female","No","Living",8,"2008-05","DC","New Earth"
"144412","R'amey Holl ","Public","Good","Orange","Brown","Female","No","Living",1,"2007-02","DC","New Earth"
"144419","Krista X ","No info","Good","No info","Red","Female","No","Living",5,"1983-07","DC","New Earth"
"144425","Tuebeen ","No info","Good","No info","No info","Male","No","Living",6,"1982-08","DC","New Earth"
"144427","Taa ","No info","Good","No info","No info","Male","No","Living",5,"1996-00","DC","New Earth"
"144438","Mardin ","No info","Good","No info","Purple","Female","No","Living",20,"1993-09","DC","New Earth"
"144441","Collective ","No info","Good","No info","No info","Genderless","No","Living",5,"1987-00","DC","New Earth"
"144443","Smithwick ","No info","Bad","No info","No info","Male","No","Living",7,"2007-08","DC","New Earth"
"144458","Oliversity ","No info","Good","No info","No info","Male","No","Deceased",12,"1988-03","DC","New Earth"
"144460","Wissen ","No info","Good","No info","White","Male","No","Living",3,"1987-00","DC","New Earth"
